,mal_id,titles,Tag
2373,322,Paradise Kiss,"['7.86', 'Drama', 'Romance', 'School', 'VisualArts', 'on', 'her', 'way', 'home', 'from', 'school,', 'yukari', 'hayasaka', 'is', 'approached', 'by', 'a', 'weird-looking', 'guy', 'who', 'starts', 'looking', 'at', 'her', 'body', 'intently.', ""he's"", 'got', 'blond', 'spiky', 'hair,', 'a', 'spiked', 'choker,', 'and', 'multiple', 'piercings', 'on', 'his', 'ears', 'and', 'face.', 'she', 'wants', 'nothing', 'to', 'do', 'with', 'him,', 'and', 'runs', 'away,', 'only', 'to', 'bump', 'into', 'a', 'very', 'tall', 'and', 'beautiful', 'purple-haired', 'woman', 'with', 'a', 'flower', 'pattern', 'around', 'her', 'eye.', 'yukari', 'faints', 'from', 'shock', 'and', 'wakes', 'up', 'later', 'in', 'a', 'strange', 'place', 'called', 'the', 'atelier.', 'it', 'turns', 'out', 'that', 'these', 'strangers', 'are', 'fashion', 'designers', 'who', 'attend', 'the', 'most', 'famous', 'art', 'school', 'around,', 'yazawa', 'art', 'academy,', 'and', 'their', 'group', 'wants', 'yukari', 'to', 'model', 'for', 'their', 'brand', 'in', 'yazawa', ""academy's"", 'upcoming', 'show.', 'yukari', 'turns', 'down', 'their', 'offer', 'and', 'escapes', 'the', 'atelier,', 'but', 'unknowingly', 'leaves', 'her', 'school', 'id', 'behind.', 'george', 'koizumi,', 'the', 'head', 'designer,', 'later', 'sees', 'it', 'and', 'immediately', 'knows', 'she', 'would', 'be', 'the', 'perfect', 'model', 'for', 'them', 'and', 'will', 'not', 'stop', 'until', 'he', 'gets', 'what', 'he', 'wants—and', 'he', 'wants', 'her.', 'yukari', 'had', 'never', 'considered', 'something', 'as', 'frivolous', 'as', 'modeling', 'before,', 'but', 'could', 'life', 'among', 'these', 'eccentric', 'designers', 'actually', 'prove', 'to', 'be', 'fun?', 'or', 'will', 'yukari', 'lose', 'herself', 'in', 'this', 'world', 'of', 'art', 'and', 'passion?', '[written', 'by', 'mal', 'rewrite]']"
2374,469,Karin,"['7.11', 'Comedy', 'Romance', 'Supernatural', 'School', 'Vampire', 'vampires—supernatural', 'beings', 'that', 'feed', 'on', 'the', 'life', 'essence', 'of', 'the', 'unsuspecting', 'at', 'night—have', 'been', 'around', 'for', 'centuries.', 'however,', 'high', 'schooler', 'karin', 'maaka', 'is', 'unusual,', 'even', 'among', 'her', 'own', 'kind.', 'unlike', 'her', 'vampire', 'family,', 'ever', 'since', 'she', 'was', 'a', 'child,', 'karin', 'has', 'suffered', 'from', 'polycythemia:', 'a', 'rare', 'disorder', 'which', 'causes', 'her', 'to', 'periodically', 'produce', 'excessive', 'amounts', 'of', 'blood.', 'and', 'the', 'more', 'blood', 'she', 'produces,', 'the', 'more', 'anemic', 'and', 'lightheaded', 'she', 'gets,', 'ultimately', 'leading', 'to', 'frequent', 'nosebleeds.', 'her', 'only', 'solution?', 'force', 'her', 'excess', 'blood', 'onto', 'random', 'strangers,', 'which', 'surprisingly', 'causes', 'these', '""victims""', 'to', 'become', 'livelier', 'and', 'happier', 'than', 'before.', 'with', 'her', 'siblings—anju,', 'her', 'reserved', 'yet', 'affectionate', 'younger', 'sister,', 'and', 'ren,', 'her', 'womanizing', 'elder', 'brother—helping', 'her', 'abilities', 'remain', 'a', 'secret', 'by', 'altering', 'the', 'affected', ""humans'"", 'memories,', 'no', 'one', 'is', 'the', 'wiser.', 'that', 'is,', 'until', ""karin's"", 'newly', 'transferred', 'classmate,', 'kenta', 'usui,', 'finds', 'her', 'behavior', 'suspicious.', 'and', 'to', 'make', 'matters', 'even', 'more', 'complicated,', 'karin', 'feels', 'her', 'blood', 'reacting', 'unusually', 'to', ""kenta's"", 'presence.', '[written', 'by', 'mal', 'rewrite]']"
2375,477,Aria the Animation,"['7.68', 'Fantasy', 'Sci-Fi', 'SliceofLife', 'Iyashikei', 'drift', 'peacefully', 'into', 'neo', 'venezia,', 'a', 'city', 'on', 'the', 'planet', 'aqua', '(formerly', 'known', 'as', 'mars).', 'by', 'the', '24th', 'century,', 'humans', 'have', 'found', 'a', 'way', 'to', 'colonize', 'the', 'previously', 'uninhabitable', 'planet.', 'as', 'futuristic', 'as', 'that', 'sounds,', 'neo', 'venezia', 'is', 'still', 'teeming', 'with', 'rustic', 'beauty;', 'gondolas', 'on', 'wide', 'canals', 'and', 'waterways', 'are', 'the', 'main', 'mode', 'of', 'transportation.', 'the', 'city', 'itself', 'is', 'a', 'faithful', 'replication', 'of', ""manhome's"", '(the', 'planet', 'formerly', 'known', 'as', 'earth)', 'venice.', 'to', 'make', 'sure', 'that', 'residents', 'and', 'tourists', 'alike', 'get', 'the', 'most', 'from', 'neo', ""venezia's"", 'many', 'wonders,', 'companies', 'offering', 'guided', 'tours', 'via', 'gondola', 'were', 'formed,', 'one', 'of', 'which', 'is', 'named', 'aria', 'company.', 'this', 'is', 'the', 'workplace', 'of', 'akari', 'mizunashi,', 'a', 'free', 'spirited', 'teenager', 'from', 'manhome', 'who', 'is', 'now', 'a', 'novice', 'undine', '(the', 'title', 'given', 'to', 'tour', 'guides).', 'join', 'akari', 'as', 'she', 'becomes', 'intimately', 'acquainted', 'with', 'other', 'undine,', 'tourists,', 'neo', ""venezia's"", 'residents,', 'and', 'even', 'the', 'city', 'itself,', 'learning', 'many', 'valuable', 'life', 'lessons', 'along', 'the', 'way,', 'such', 'as', 'the', 'wonderful', 'truth', 'that', 'there', 'are', 'such', 'things', 'as', 'manmade', 'miracles.', '[written', 'by', 'mal', 'rewrite]']"
2376,65,Rozen Maiden: Träumend,"['7.63', 'Action', 'Comedy', 'Drama', 'Fantasy', 'as', 'the', 'story', 'of', 'rozen', 'maiden', 'closes,', 'a', 'new', 'chapter', 'begins', 'in', 'rozen', 'maiden:', 'träumend.', 'shinku', 'and', 'the', 'other', 'sentient', 'dolls', 'of', 'the', 'rozen', 'maiden', 'collection', 'are', 'living', 'life', 'as', 'usual', 'at', 'jun', ""sakurada's"", 'house.', 'having', 'settled', 'into', 'his', 'role', 'as', ""shinku's"", 'partner', 'in', 'the', 'deadly', 'alice', 'game,', 'jun', 'overcomes', 'his', 'former', 'fears', 'and', 'prepares', 'to', 'return', 'to', 'school.', 'and', 'although', 'shinku', 'and', 'the', 'other', 'dolls', 'idly', 'pass', 'the', 'days', 'by', 'in', 'the', 'comfort', 'of', ""jun's"", 'home,', 'dark', 'times', 'lie', 'ahead', 'as', 'a', 'new', 'foe', 'presents', 'herself:', 'barasuishou,', 'the', 'seventh', 'rozen', 'maiden.', 'but', 'barasuishou', 'is', 'a', 'mystery', 'even', 'to', 'her', 'sisters,', 'none', 'of', 'whom', 'have', 'ever', 'laid', 'eyes', 'on', 'her', 'until', 'now.', 'shinku', 'considers', 'this', 'a', 'sign', 'that', 'the', 'alice', 'game', 'is', 'coming', 'to', 'an', 'end,', 'meaning', 'the', 'dolls', 'will', 'soon', 'be', 'forced', 'to', 'fight', 'one', 'another.', 'haunted', 'by', 'the', 'upcoming', 'battle', 'and', 'nightmares', 'concerning', 'another', 'doll,', 'shinku', 'begins', 'distancing', 'herself', 'from', 'the', 'others.', 'if', 'she', 'wishes', 'to', 'claim', 'victory,', 'it', 'will', 'come', 'at', 'a', 'high', 'cost—the', 'lives', 'of', 'her', 'sisters.', '[written', 'by', 'mal', 'rewrite]']"
2377,658,Touhai Densetsu Akagi: Yami ni Maiorita Tensai,"['7.94', 'Suspense', 'AdultCast', 'HighStakesGame', 'OrganizedCrime', 'Psychological', 'StrategyGame', 'while', 'mahjong', 'is', 'a', 'game', 'that', 'is', 'often', 'played', 'with', 'family', 'and', 'friends,', 'it', 'is', 'also', 'a', 'game', 'that', 'is', 'played', 'in', 'the', 'darkest', 'corners', 'of', 'society.', 'nangou', 'is', 'a', 'compulsive', 'gambler', 'who', 'has', 'accumulated', 'debt', 'over', 'three', 'million', 'yen.', 'in', 'a', 'last', 'ditch', 'attempt', 'to', 'clear', 'his', 'record,', 'he', 'decides', 'to', 'wager', 'his', 'life', 'on', 'a', 'game', 'of', 'mahjong', 'with', 'the', 'mafia.', 'unfortunately,', 'as', 'the', 'game', 'progresses,', 'nangou', 'only', 'moves', 'further', 'from', 'the', 'prize', 'and', 'closer', 'to', 'death.', 'when', 'all', 'hope', 'seems', 'lost,', 'the', 'game', 'parlor', 'is', 'suddenly', 'intruded', 'upon', 'by', 'shigeru', 'akagi,', 'a', 'young', 'boy', 'on', 'the', 'run', 'from', 'the', 'police.', 'desperate', 'to', 'turn', 'the', 'game', 'around,', 'nangou', 'hands', 'the', 'game', 'over', 'to', 'akagi', 'after', 'teaching', 'him', 'a', 'few', 'of', 'the', 'rules.', 'the', 'mafia', 'can', 'only', 'smirk', 'as', 'akagi', 'sits', 'down', 'to', 'play.', 'however,', 'they', 'soon', 'come', 'to', 'learn', 'that', 'akagi', 'is', 'a', 'natural-born', 'gambler.', 'an', 'imposing', 'figure', 'who', 'does', 'not', 'fear', 'death.', 'one', 'who', 'is', 'destined', 'to', 'become', 'a', 'legend.', '[written', 'by', 'mal', 'rewrite]']"
2378,584,Noein: Mou Hitori no Kimi e,"['7.58', 'Adventure', 'Drama', 'Sci-Fi', 'TimeTravel', 'during', 'their', 'last', 'summer', 'of', 'elementary', 'school,', 'four', 'friends', 'decide', 'to', 'undertake', 'a', 'test', 'of', 'courage', 'at', 'their', 'local', 'graveyard.', 'before', 'the', 'test', 'begins,', 'haruka', 'kaminogi', 'makes', 'a', 'last', 'effort', 'to', 'pull', 'yuu', 'gotou', 'away', 'from', 'his', 'controlling', 'mother.', 'while', 'doing', 'so,', 'haruka', 'suddenly', 'has', 'a', 'strange', 'vision', 'of', 'blue', 'snow', 'followed', 'by', 'the', 'appearance', 'of', 'an', 'imposing', 'silver-haired', 'man.', 'later,', 'a', 'similar', 'vision', 'occurs', 'at', 'the', 'graveyard', 'to', 'both', 'haruka', 'and', 'her', 'friends', 'before', 'they', 'try', 'to', 'escape', 'what', 'they', 'assume', 'are', 'ghosts.', 'unbeknownst', 'to', 'the', 'children,', 'the', 'people', 'who', 'appeared', 'before', 'them', 'are', 'dragon', 'soldiers:', 'an', 'elite', 'military', 'group', 'from', 'a', 'dimension', 'known', 'as', ""la'cryma."", 'the', 'soldiers', 'have', 'traveled', 'to', 'this', 'dimension', 'to', 'secure', 'the', '""dragon', 'torque""—an', 'entity', 'they', 'believe', 'to', 'be', 'their', 'last', 'hope', 'for', 'survival.', 'however,', 'both', 'the', 'dragon', 'soldiers', 'and', 'haruka', 'are', 'shocked', 'to', 'learn', 'that', 'the', 'dragon', 'torque', 'is', 'haruka', 'herself.', 'she', 'attempts', 'to', 'escape', 'from', 'the', 'dragon', 'soldiers', 'as', 'she', 'finds', 'her', 'own', 'last', 'ray', 'of', 'hope—the', 'strange', 'silver-haired', 'man', 'who', 'claims', 'to', 'be', 'another', 'version', 'of', 'yuu', 'himself.', '[written', 'by', 'mal', 'rewrite]']"
2379,1074,Naruto Narutimate Hero 3: Tsuini Gekitotsu! Jounin vs. Genin!! Musabetsu Dairansen Taikai Kaisai!!,"['6.78', 'Action', 'konohagakure', 'hosts', 'a', 'special', 'tournament', 'for', 'ninjas', 'of', 'all', 'ranks,', 'stirring', 'up', 'fervor', 'among', 'the', 'rookies', 'who', 'are', 'eager', 'to', 'prove', 'themselves', 'in', 'a', 'competition', 'against', 'their', 'superiors.', 'additionally,', 'the', 'winner', 'is', 'granted', 'the', 'opportunity', 'to', 'create', 'their', 'own', 'village', 'decree!', 'despite', 'his', 'enthusiasm', 'to', 'claim', 'the', 'prize,', 'naruto', 'uzumaki', 'fails', 'to', 'focus', 'on', 'the', ""game's"", 'objective', 'as', 'he', 'becomes', 'obsessed', 'with', 'confronting', 'his', 'teacher,', 'kakashi', 'hatake,', 'in', 'single', 'combat.', '[written', 'by', 'mal', 'rewrite]']"
2380,770,Pale Cocoon,"['7.28', 'Drama', 'Sci-Fi', 'a', 'future', 'where', 'the', 'continuity', 'of', 'history', 'has', 'broken', 'off,', 'a', 'world', 'of', 'enormous', 'ruins', 'that', 'continues', 'endlessly.', 'oceans', 'and', 'continents', 'have', 'vanished,', 'existing', 'only', 'within', 'the', 'archives', 'brought', 'up', 'from', 'the', 'remains.', 'ura', 'works', 'in', 'the', 'archive', 'excavation', 'department,', 'which', 'restores', 'and', 'analyzes', 'the', 'data', 'left', 'behind.', 'one', 'day,', 'he', 'finds', 'a', 'disturbing', 'visual', 'record...', '(source:', 'ann)']"
2381,77,Mahou Shoujo Lyrical Nanoha A's,"['7.98', 'Action', 'Comedy', 'Drama', 'Fantasy', 'MahouShoujo', 'after', 'solving', 'the', 'incident', 'of', 'the', 'scattered', 'jewel', 'seeds,', 'nanoha', 'takamachi', 'happily', 'returns', 'to', 'her', 'everyday', 'life,', 'though', 'now', 'with', 'added', 'magic', 'practice', 'in', 'the', 'morning.', 'exchanging', 'video', 'messages', 'with', 'fate', 'testarossa', 'and', 'the', 'crew', 'of', 'the', 'arthra,', 'nanoha', 'eagerly', 'awaits', 'the', 'chance', 'to', 'speak', 'with', 'them', 'in', 'person', 'again.', 'but', 'while', 'studying', 'in', 'her', 'room', 'one', 'day,', 'raising', 'heart', 'suddenly', 'calls', 'out', 'to', 'nanoha', 'and', 'warns', 'her', 'of', 'an', 'incoming', 'attack!', 'the', 'attacker', 'is', 'a', 'young', 'girl', 'named', 'vita,', 'who', 'calls', 'herself', 'a', 'belka', 'knight.', 'she', 'proves', 'her', 'strength', 'by', 'using', 'an', 'intelligent', 'device', 'with', 'a', 'mysterious', 'cartridge', 'system', 'to', 'quickly', 'overwhelm', 'nanoha.', 'luckily,', 'the', 'space-time', 'administration', 'bureau', 'is', 'able', 'to', 'step', 'in', 'before', 'she', 'is', 'completely', 'crushed.', 'vita', 'and', 'her', 'fellow', 'knights', 'shamal,', 'signum,', 'and', 'zafila', 'are', 'on', 'a', 'mission', 'to', 'steal', 'magical', 'power', 'from', 'mages', 'in', 'order', 'to', 'complete', 'the', 'book', 'of', 'darkness,', 'one', 'of', 'the', 'lost', 'logia.', 'for', 'what', 'sinister', 'purpose', 'are', 'the', 'knights', 'after', 'this', 'book', 'of', 'darkness?', '[written', 'by', 'mal', 'rewrite]']"
2382,517,School Rumble: Ichi Gakki Hoshuu,"['7.72', 'Comedy', 'Romance', 'School', 'this', 'two-part', 'ova', 'is', 'a', 'series', 'of', 'shorts', 'in', 'relation', 'to', 'the', 'school', 'rumble', 'series.', 'this', 'ova', 'fills', 'in', 'gaps', 'with', 'new', 'content', 'between', 'episodes', 'from', 'beginning', 'to', 'nearly', 'the', 'end.', '(source:', 'ann)']"
2383,99,Mai-Otome,"['7.3', 'Comedy', 'Drama', 'Fantasy', 'in', 'the', 'kingdom', 'of', 'windbloom,', 'arika', 'yumemiya', 'enrolls', 'at', 'garderobe', 'academy', 'to', 'become', 'an', 'otome—a', 'virgin', 'girl', 'who', 'is', 'able', 'to', 'use', 'a', 'hime', '(highly-advanced', 'materializing', 'equipment)', 'that', 'bestows', 'destructive', 'abilities.', 'arika', 'also', 'wishes', 'to', 'find', 'her', 'mother', 'who', 'was', 'a', 'meister', 'otome,', 'an', 'otome', 'of', 'the', 'highest', 'rank', 'responsible', 'for', 'being', 'the', 'personal', 'bodyguard', 'and', 'super', 'weapon', 'of', 'the', 'specific', 'nation', 'they', 'are', 'assigned', 'to.', 'while', 'attending', 'the', 'academy,', 'arika', 'makes', 'friends', 'with', 'nina', 'wáng,', 'a', 'distinguished', 'otome', 'student,', 'and', 'mashiro', 'blan', 'de', 'windbloom,', 'the', 'current', 'princess', 'of', 'the', 'kingdom.', 'with', 'them', 'by', 'her', 'side,', 'arika', 'quickly', 'adjusts', 'to', 'the', ""academy's"", 'environment', 'as', 'she', 'spends', 'her', 'days', 'eagerly', 'training,', 'navigating', 'social', 'relationships,', 'and', 'developing', 'her', 'skills', 'as', 'an', 'otome.', 'however,', 'arika', 'soon', 'realizes', 'that', 'the', 'process', 'of', 'becoming', 'an', 'otome', 'is', 'fraught', 'with', 'dangers', 'and', 'unsavory', 'political', 'dealings.', 'bombarded', 'with', 'numerous', 'personal', 'dilemmas,', 'arika', 'must', 'make', 'many', 'sacrifices', 'if', 'she', 'truly', 'wishes', 'to', 'achieve', 'her', 'goals.', '[written', 'by', 'mal', 'rewrite]']"
2384,1253,Saint Seiya: Meiou Hades Meikai-hen,"['7.77', 'Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Mythology', 'seiya', 'and', 'the', 'rest', 'of', 'the', 'bronze', 'and', 'gold', 'saints', 'who', 'have', 'survived', 'the', 'sanctuary', 'battle', 'have', 'entered', 'the', 'world', 'of', 'the', 'dead.', 'they', 'are', 'fighting', 'to', 'get', 'to', 'hades', 'and', 'defeat', 'him.', '(source:', 'ann)']"
2385,476,Ginban Kaleidoscope,"['7.33', 'Drama', 'Romance', 'Sports', 'Supernatural', 'PerformingArts', 'figure', 'skater', 'tazusa', 'sakurano', 'is', 'on', 'the', 'fast', 'track', 'to', 'the', 'olympics.', 'as', 'a', 'top', 'contender,', 'her', 'chances', 'rest', 'on', 'a', 'single', 'competition', 'in', 'canada.', 'however,', 'during', 'her', 'program,', 'she', 'falls', 'and', 'hits', 'her', 'head', 'on', 'the', 'ice,', 'knocking', 'her', 'unconscious.', 'at', 'the', 'same', 'time,', 'canadian', 'stunt', 'pilot', 'pete', 'pumps', 'goes', 'down', 'in', 'a', 'fiery', 'blaze.', 'after', 'her', 'devastating', 'failure,', 'tazusa', 'returns', 'home', 'to', 'japan,', 'but', 'she', 'starts', 'hearing', 'a', 'voice', 'in', 'her', 'head.', 'in', 'reality,', 'when', 'pete', 'had', 'arrived', 'at', 'the', 'gates', 'of', 'heaven,', 'he', 'was', 'denied', 'access', 'for', 'his', 'sins.', 'instead,', 'he', 'was', 'told', 'to', 'wait', '100', 'days', 'and', 'is', 'now', 'trapped', 'in', ""tazusa's"", 'body!', 'unwilling', 'to', 'let', 'this', 'interrupt', 'her', 'life—even', 'if', 'her', 'body', 'is', 'a', 'bit', 'crowded—tazusa', 'moves', 'forward', 'with', 'skating,', 'all', 'while', 'a', 'pesky', 'voice', 'may', 'just', 'be', 'able', 'to', 'help', 'her', 'achieve', 'her', 'dream.', '[written', 'by', 'mal', 'rewrite]']"
2386,670,Lamune,"['6.8100000000000005', 'Drama', 'Romance', 'lamune', 'tells', 'the', 'story', 'of', 'a', 'boy', 'named', 'kenji', 'and', 'his', 'childhood', 'friend', 'nanami.', 'although,', 'everyone', 'seems', 'to', 'know', 'that', 'they', 'have', 'a', 'relationship,', 'neither', 'are', 'determined', 'to', 'push', 'it', 'anymore', 'than', 'close', 'friends.', 'the', 'story', 'goes', 'through', 'flashbacks,', 'explaining', 'why', 'they', 'are', 'such', 'close', 'friends', 'and', 'any', 'action', ""doesn't"", 'seem', 'to', 'push', 'them', 'apart,', 'but', 'draw', 'them', 'closer.', '(source:', 'ann)']"
2387,3466,Kino no Tabi: The Beautiful World - Tou no Kuni - Free Lance,"['7.57', 'Adventure', 'Drama', 'Fantasy', 'Psychological', 'waking', 'up', 'from', 'a', 'nap,', 'kino', 'is', 'relieved', 'to', 'see', 'that', 'a', 'certain', 'tower', 'from', 'afar', 'is', 'still', 'proudly', 'standing.', 'located', 'in', 'the', 'heart', 'of', 'the', 'tower', 'country,', 'the', 'immensely', 'tall', 'tower', 'stretches', 'high', 'into', 'the', 'sky,', 'reaching', 'seemingly', 'infinite', 'heights.', 'the', 'tower', 'looks', 'like', 'something', 'out', 'of', 'a', 'dream,', 'but', 'the', 'breathtaking', 'construction', 'is', 'unmistakably', 'real.', 'intrigued,', 'the', 'traveling', 'partners', 'kino', 'and', 'hermes—the', 'talking', 'motorcycle—journey', 'to', 'the', 'tower', 'to', 'get', 'a', 'closer', 'look', 'at', 'the', 'building.', 'despite', 'already', 'being', 'unbelievably', 'tall,', 'the', 'tower', 'is', 'still', 'being', 'built', 'by', 'the', 'townspeople', 'to', 'this', 'day.', 'puzzled', 'by', 'the', 'origins', 'of', 'the', 'tower,', 'kino', 'and', 'hermes', 'ask', 'around', 'the', 'town', 'for', 'information,', 'but', 'they', 'fail', 'to', 'obtain', 'any', 'definitive', 'answer.', 'they', 'continue', 'to', 'observe', 'both', 'the', 'tower', 'and', 'the', 'townspeople', 'during', 'their', 'stay,', 'hoping', 'to', 'understand', 'the', 'reasoning', 'behind', 'building', 'a', 'tower', 'that', 'requires', 'so', 'much', 'effort.', 'after', 'all,', 'there', 'is', 'always', 'something', 'to', 'learn—even', 'from', 'the', 'strangest', 'of', 'countries.', '[written', 'by', 'mal', 'rewrite]']"
2388,2020,One Piece: Nenmatsu Tokubetsu Kikaku! Mugiwara no Luffy Oyabun Torimonochou,"['7.21', 'Comedy', 'Fantasy', 'Historical', 'in', 'an', 'alternate', 'reality', 'world', 'that', 'resembles', 'edo', 'period', 'japan,', 'luffy', 'acts', 'as', 'a', 'member', 'of', 'the', 'police.', 'this', 'is', 'made', 'up', 'of', 'two', 'adventures:', 'in', 'the', 'first,', 'buggy', 'makes', 'trouble', 'in', 'the', 'town;', 'in', 'the', 'second,', 'a', 'mysterious', 'girl', 'named', 'vivi', 'appears', '(aired', 'after', 'episode', '253).', 'this', 'special', 'contains', 'several', 'cameos', 'from', 'characters', 'throughout', 'the', 'entire', 'series.', 'a', 'second', 'pair', 'of', 'episodes', 'were', 'aired', 'after', 'episode', '290,', 'continuing', 'this', 'story,', 'as', 'part', 'of', 'the', 'new', ""year's"", 'special.']"
2389,356,Fate/stay night,"['7.28', 'Action', 'Fantasy', 'Romance', 'Supernatural', 'after', 'a', 'mysterious', 'inferno', 'kills', 'his', 'family,', 'shirou', 'is', 'saved', 'and', 'adopted', 'by', 'kiritsugu', 'emiya,', 'who', 'teaches', 'him', 'the', 'ways', 'of', 'magic', 'and', 'justice.', 'one', 'night,', 'years', 'after', ""kiritsugu's"", 'death,', 'shirou', 'is', 'cleaning', 'at', 'school,', 'when', 'he', 'finds', 'himself', 'caught', 'in', 'the', 'middle', 'of', 'a', 'deadly', 'encounter', 'between', 'two', 'superhumans', 'known', 'as', 'servants.', 'during', 'his', 'attempt', 'to', 'escape,', 'the', 'boy', 'is', 'caught', 'by', 'one', 'of', 'the', 'servants', 'and', 'receives', 'a', 'life-threatening', 'injury.', 'miraculously,', 'he', 'survives,', 'but', 'the', 'same', 'servant', 'returns', 'to', 'finish', 'what', 'he', 'started.', 'in', 'desperation,', 'shirou', 'summons', 'a', 'servant', 'of', 'his', 'own,', 'a', 'knight', 'named', 'saber.', 'the', 'two', 'must', 'now', 'participate', 'in', 'the', 'fifth', 'holy', 'grail', 'war,', 'a', 'battle', 'royale', 'of', 'seven', 'servants', 'and', 'the', 'mages', 'who', 'summoned', 'them,', 'with', 'the', 'grand', 'prize', 'being', 'none', 'other', 'than', 'the', 'omnipotent', 'holy', 'grail', 'itself.', 'fate/stay', 'night', 'follows', 'shirou', 'as', 'he', 'struggles', 'to', 'find', 'the', 'fine', 'line', 'between', 'a', 'hero', 'and', 'a', 'killer,', 'his', 'ideals', 'clashing', 'with', 'the', 'harsh', 'reality', 'around', 'him.', 'will', 'the', 'boy', 'become', 'a', 'hero', 'like', 'his', 'foster', 'father,', 'or', 'die', 'trying?', '[written', 'by', 'mal', 'rewrite]']"
2390,777,Hellsing Ultimate,"['8.35', 'Action', 'Horror', 'Supernatural', 'AdultCast', 'Gore', 'Military', 'Vampire', 'there', 'exist', 'creatures', 'of', 'darkness', 'and', 'evil', 'that', 'plague', 'the', 'night,', 'devouring', 'any', 'human', 'unfortunate', 'enough', 'to', 'be', 'caught', 'in', 'their', 'grasp.', 'on', 'the', 'other', 'side', 'is', 'hellsing,', 'an', 'organization', 'dedicated', 'to', 'destroying', 'these', 'supernatural', 'forces', 'that', 'threaten', 'the', 'very', 'existence', 'of', 'humanity.', 'at', 'its', 'head', 'is', 'integra', 'fairbrook', 'wingates', 'hellsing,', 'who', 'commands', 'a', 'powerful', 'military', 'and', 'spends', 'her', 'life', 'fighting', 'the', 'undead.', ""integra's"", 'vast', 'army,', 'however,', 'pales', 'in', 'comparison', 'with', 'her', 'ultimate', 'weapon:', 'the', 'vampire', 'alucard,', 'who', 'works', 'against', 'his', 'own', 'kind', 'as', 'an', 'exterminator', 'for', 'hellsing.', 'with', 'his', 'new', 'vampire', 'servant,', 'seras', 'victoria,', 'at', 'his', 'side,', 'alucard', 'must', 'battle', 'not', 'only', 'monsters,', 'but', 'all', 'those', 'who', 'stand', 'to', 'oppose', 'hellsing,', 'be', 'they', 'in', 'the', 'guise', 'of', 'good', 'or', 'evil.', 'in', 'a', 'battle', 'for', ""mankind's"", 'survival,', 'hellsing', 'ultimate', 'proves', 'that', 'appearances', 'are', 'not', 'all', 'they', 'may', 'seem,', 'and', 'sometimes', 'the', 'greatest', 'weapon', 'can', 'come', 'in', 'the', 'form', 'of', ""one's"", 'worst', 'nightmare.', '[written', 'by', 'mal', 'rewrite]']"
2391,790,Ergo Proxy,"['7.9', 'Mystery', 'Sci-Fi', 'Suspense', 'AdultCast', 'Psychological', 'within', 'the', 'domed', 'city', 'of', 'romdo', 'lies', 'one', 'of', 'the', 'last', 'human', 'civilizations', 'on', 'earth.', 'thousands', 'of', 'years', 'ago,', 'a', 'global', 'ecological', 'catastrophe', 'doomed', 'the', 'planet;', 'now,', 'life', 'outside', 'these', 'domes', 'is', 'virtually', 'impossible.', 'to', 'expedite', ""mankind's"", 'recovery,', '""autoreivs,""', 'humanoid-like', 'robots,', 'have', 'been', 'created', 'to', 'assist', 'people', 'in', 'their', 'day-to-day', 'lives.', 'however,', 'autoreivs', 'have', 'begun', 'contracting', 'an', 'enigmatic', 'disease', 'called', 'the', '""cogito', 'virus,""', 'which', 'grants', 'them', 'self-awareness.', 're-l', 'mayer,', 'the', 'granddaughter', 'of', ""romdo's"", 'ruler,', 'is', 'assigned', 'to', 'investigate', 'this', 'phenomenon', 'alongside', 'her', 'autoreiv', 'partner,', 'iggy.', 'but', 'what', 'begins', 'as', 'a', 'routine', 'investigation', 'quickly', 'spirals', 'into', 'a', 'conspiracy', 'as', 're-l', 'is', 'confronted', 'by', ""humanity's"", 'darkest', 'sins.', 'elsewhere', 'in', 'romdo,', 'an', 'autoreiv', 'specialist', 'by', 'the', 'name', 'of', 'vincent', 'law', 'must', 'also', 'face', 'his', 'demons', 'when', 'surreal', 'events', 'begin', 'occurring', 'around', 'him.', 're-l,', 'iggy,', 'vincent,', 'and', 'the', 'child', 'autoreiv', 'named', 'pino', 'will', 'form', 'an', 'unlikely', 'faction', 'as', 'they', 'struggle', 'to', 'uncover', ""romdo's"", 'mysteries', 'and', 'discover', 'the', 'true', 'purpose', 'of', 'the', 'mythical', 'beings', 'called', '""proxies.""', '[written', 'by', 'mal', 'rewrite]']"
2392,834,Bleach: The Sealed Sword Frenzy,"['6.98', 'Action', 'Adventure', 'Fantasy', 'a', 'shinigami', 'named', 'baishin', 'who', 'was', 'sealed', 'by', 'soul', 'society', 'long', 'ago', 'is', 'set', 'free', 'on', 'earth.', 'on', 'a', 'fateful', 'day', 'ichigo', 'encounters', 'him', 'and', 'has', 'roughly', 'half', 'of', 'his', 'reiatsu', 'drained.', 'its', 'now', 'up', 'to', 'ichigo', 'and', 'the', 'soul', 'society', 'to', 'finally', 'put', 'a', 'stop', 'to', 'baishin', 'and', 'his', 'destruction.']"
